day,month,year,region,district,landing_site,cfmas,fishing_ground,craft_type,gear_type,propulsion_mode,number_of_fishers,species,local_name,priority,code,number_fish,weight,value_tsh
9,10,2023,Lindi,Kilwa,Masoko Pwani,SOMAKI,"
LUKILA",DC,HL,P,2,gongora,Gongora,Reef Fish,GNG,1,2,10000
9,10,2023,Lindi,Kilwa,Masoko Pwani,SOMAKI,"
MAWARANI",NG,SP,O,8,octopus cyanea,Pweza,Octopus,OCC,69,83,450000
9,10,2023,Lindi,Kilwa,Masoko Pwani,SOMAKI,"
MAWARANI",NG,SP,O,4,octopus cyanea,Pweza,Octopus,OCC,22,42,189000
9,10,2023,Lindi,Kilwa,Masoko Pwani,SOMAKI,"
MAWARANI",NG,SP,O,7,octopus cyanea,Pweza,Octopus,OCC,82,121,720000
9,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,BANDA,NG,DM,O,6,siganus sp.,Tasi,Reef Fish,SGL,125,28,170000
9,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,"
MZIWAJI",PC,RN,O,15,caesioxaenithonotus spp,Mbono,Small Pelagic,CJX,300,40,210000
9,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,"
MACHANGE",PC,RN,O,14,gerres spp,Chaa,Reef Fish,MOJ,80,29,80000
7,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,"
MACHANGE",MS,DM,O,5,siganus sp.,Tasi,Reef Fish,SGL,140,34,265000
7,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,"
FUNGU MBILI",PC,RN,O,20,decapterus russelli,Kibua Macho ( Gololi),Small Pelagic,RUS,2400,480,3750000
7,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,NA,OC,LL,S,3,xiphiasgladius spp,Nduwaro,Tuna,SWO,1,31,170000
7,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,"
MACHANGE",MS,DM,O,4,siganus sp.,Tasi,Reef Fish,SGL,110,29.3,158000
7,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,NA,OC,LL,S,3,xiphiasgladius spp,Nduwaro,Tuna,SWO,1,31,170000
7,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,PWEYASI,MS,RN,O,17,decapterus russelli,Kibua Macho ( Gololi),Small Pelagic,RUS,640,99,780000
7,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,"
MACHANGE",MS,DM,O,4,siganus sp.,Tasi,Reef Fish,SGL,110,29.3,158000
7,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,"
FUNGU MBILI",PC,RN,O,18,caranx tille,Kolekole,Reef Fish,NXT,180,34,245000
7,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,PWEYASI,MS,RN,O,17,decapterus russelli,Kibua Macho ( Gololi),Small Pelagic,RUS,640,99,780000
7,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,"
FUNGU MBILI",PC,RN,O,18,caranx tille,Kolekole,Reef Fish,NXT,180,34,245000
5,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,PWELA,DC,SP,P,2,octopus cyanea,Pweza,Octopus,OCC,7,18,720000
5,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
PWELA",PC,SP,O,11,octopus cyanea,Pweza,Octopus,OCC,91,180,720000
5,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
PWELA",BT,SP,O,20,pono,Pono Wengine,Reef Fish,PNW,6,3.5,10500
5,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
PWELA",BT,SP,O,8,serranidae spp,Chewa,Reef Fish,CEW,2,5,15000
5,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
PWELA",NG,SP,O,5,octopus cyanea,Pweza,Octopus,OCC,52,125,500
5,10,2023,Lindi,Kilwa,Magengeni,TIM4SI,"
SONGOSONGO",BT,RN,O,22,siganus sp.,Tasi,Reef Fish,SGL,52,40,57000
5,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
PWELA",NG,SP,O,8,octopus cyanea,Pweza,Octopus,OCC,2000,33.5,134000
5,10,2023,Lindi,Kilwa,Magengeni,TIM4SI,"
NJOVI",PC,RN,O,16,serranidae spp,Chewa,Reef Fish,CEW,1,34,87000
5,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,NA,BT,SP,O,6,octopus cyanea,Pweza,Octopus,OCC,39,93,372000
5,10,2023,Lindi,Kilwa,Magengeni,TIM4SI,AMANA,BT,RN,O,12,lutjanus ssp,Tembo Uzi,Small Pelagic,LTJ,4,42,108000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,lobotes spp,Kumbasi/kanda,Reef Fish,LOB,4,20,60000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,10,20,60000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,anguilliformes,Mkunga,Reef Fish,ELE,5,30,90000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,20,40,120000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,6,12,36000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,120,6,12000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,fenneropenaeus indicus,Kamba Mti / Weupe,Prawn,PNI,200,5,25000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,fenneropenaeus indicus,Kamba Mti / Weupe,Prawn,PNI,800,20,100000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,600,30,60000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,terrapon jarbua,Kui,Reef Fish,TJB,60,20,60000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,10,20,60000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,anguilliformes,Mkunga,Reef Fish,ELE,5,30,90000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,20,40,120000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,6,12,36000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,120,6,12000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,fenneropenaeus indicus,Kamba Mti / Weupe,Prawn,PNI,200,5,25000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,fenneropenaeus indicus,Kamba Mti / Weupe,Prawn,PNI,800,20,100000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,600,30,60000
5,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,terrapon jarbua,Kui,Reef Fish,TJB,60,20,60000
5,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,NA,BT,SP,O,7,octopus cyanea,Pweza,Octopus,OCC,2003,3000,357
5,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,PWEYASI,MS,RN,O,17,decapterus russelli,Kibua Macho ( Gololi),Small Pelagic,RUS,640,99,780000
5,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,"
FUNGU MBILI",PC,RN,O,18,caranx tille,Kolekole,Reef Fish,NXT,180,34,245000
5,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
SEREKALI - NYORORO",BT,LL,O,4,diagramma pictum,Komba/mchome,Reef Fish,DGP,1,6,18000
5,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
KIJAMBA CHA SHUNGI MBILI",PC,DM,O,4,diagramma pictum,Komba/mchome,Reef Fish,DGP,95,32,122000
5,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
SERIKALI - CHUNGURUMA",DC,HL,P,1,lutjanus fulviflamma,Kelea,Reef Fish,LDW,60,6,24000
5,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
SERIKALI - CHUNGURUMA",DC,HL,P,1,lutjanus fulviflamma,Kelea,Reef Fish,LDW,40,5,18000
5,10,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,"
PWAYASI",NG,DM,O,6,siganus sp.,Tasi,Reef Fish,SGL,102,60,450000
3,10,2023,Pwani,Kibiti,Kempo,NYAMANJISOPOJA,"
BEDENI - JAJA",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,60,3,2500
3,10,2023,Pwani,Kibiti,Kempo,NYAMANJISOPOJA,"
MTO MKONGO",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,300,9,7000
3,10,2023,Pwani,Kibiti,Kempo,NYAMANJISOPOJA,"
MWAMBA MKUU FUNGUNI",DC,GN,P,2,oedalechilus spp,Mboke,Small Pelagic,ODL,160,6,6500
3,10,2023,Pwani,Kibiti,Kempo,NYAMANJISOPOJA,"
FUNGUNI - JAJA",DC,GN,P,2,sardine,Dagaa,Small Pelagic,CL,300,10,25000
3,10,2023,Pwani,Kibiti,Kempo,NYAMANJISOPOJA,"
FUNGUNI - JAJA",DC,GN,P,2,sardine,Saradini,Small Pelagic,CL,300,10,25000
3,10,2023,Pwani,Kibiti,Kempo,NYAMANJISOPOJA,"
KICHINJA MBUZI",DC,DM,P,1,lutjanus fulviflamma,Kelea,Reef Fish,LDW,77,21,15000
3,10,2023,Pwani,Kibiti,Kempo,NYAMANJISOPOJA,"
MCHATA",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,800,23,26000
3,10,2023,Pwani,Kibiti,Kempo,NYAMANJISOPOJA,"
FUNGUNI - JAJA",DC,GN,P,1,gerres spp,Chaa,Reef Fish,MOJ,7,1,2500
3,10,2023,Pwani,Kibiti,Kempo,NYAMANJISOPOJA,"
MBWERA",DC,GN,P,2,oedalechilus labeo,Mkizi,Reef Fish,ODL,30,10,20000
3,10,2023,Pwani,Kibiti,Kempo,NYAMANJISOPOJA,"
KICHINJA MBUZI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,402,11,11000
2,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,NA,NG,SP,O,4,siganus sp.,Tasi,Reef Fish,SGL,6,2,7000
2,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,PWELA,MS,SP,O,27,octopus cyanea,Pweza,Octopus,OCC,981,1338,5352000
2,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
PWELA",PC,SP,O,15,octopus cyanea,Pweza,Octopus,OCC,310,527,2108000
2,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
PWELA",MS,SP,O,30,pono,Pono Wengine,Reef Fish,PNW,7,18,54000
2,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,PWELA,BT,SP,O,6,octopus cyanea,Pweza,Octopus,OCC,210,559,2236000
2,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
PWELA",PC,SP,O,15,serranidae spp,Chewa,Reef Fish,CEW,5,12,36000
2,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
MWAMBA WA KATI - SONGO",NG,DM,O,2,pono,Pono Wengine,Reef Fish,PNW,11,28,84000
2,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
MWAMBA WA KATI - SONGO",DC,HL,P,1,milea,Komba,Reef Fish,KOM,3,1,3000
2,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
MWAMBA WA KATI - SONGO",DC,HL,P,1,milea,Mlea,Reef Fish,KOM,3,1,3000
2,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
MWAMBA WA KATI - SONGO",NG,DM,O,2,pono,Pono Wengine,Reef Fish,PNW,11,28,84000
2,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
MWAMBA WA KATI - SONGO",DC,HL,P,1,milea,Komba,Reef Fish,KOM,3,1,3000
2,10,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
MWAMBA WA KATI - SONGO",DC,HL,P,1,milea,Mlea,Reef Fish,KOM,3,1,3000
2,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,30,62,186000
2,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,anguilliformes,Mkunga,Reef Fish,ELE,2,6,18000
2,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,4,3,9000
2,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,6,7,21000
2,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,23,49,247000
2,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,fenneropenaeus indicus,Kamba Mti / Weupe,Prawn,PNI,400,10,50000
2,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,160,8,16000
2,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,fenneropenaeus indicus,Kamba Mti / Weupe,Prawn,PNI,120,3,15000
2,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,600,30,60000
2,10,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,200,10,20000
2,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
BOYA LA SHUNGIMBILI",PC,DM,O,4,lethrinus spp,Changu Wengineo,Reef Fish,LZX,72,10,35000
2,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
BOYA LA SHUNGIMBILI",PC,DM,O,4,lethrinus spp,Koe,Reef Fish,LZX,72,10,35000
2,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
MWAMBA UKUTA - JOJO",DC,SP,O,2,octopus cyanea,Pweza,Octopus,OCC,23,13,52000
2,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
SERIKALI - CHUNGURUMA",DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,7,5,20000
2,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
MWAMBA KICHEVI",DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,3,3,12000
2,10,2023,Pwani,Mafia,Bweni Bandarini,BK,"
KAPANI",DC,HL,P,1,siganus sp.,Tasi,Reef Fish,SGL,28,5,10000
2,10,2023,Pwani,Mafia,Bweni Bandarini,BK,"
FURU",DC,HL,P,1,siganus sp.,Tasi,Reef Fish,SGL,52,12,24000
2,10,2023,Pwani,Mafia,Bweni Bandarini,BK,NA,FF,SP,NA,1,octopus cyanea,Pweza,Octopus,OCC,8,6,30000
2,10,2023,Pwani,Mafia,Bweni Bandarini,BK,"
KAPANI",DC,HL,P,1,siganus sp.,Tasi,Reef Fish,SGL,28,5,10000
2,10,2023,Pwani,Mafia,Bweni Bandarini,BK,"
FURU",DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,15,12,60000
2,10,2023,Pwani,Mafia,Bweni Bandarini,BK,"
FURU",DC,HL,P,1,siganus sp.,Tasi,Reef Fish,SGL,52,12,24000
2,10,2023,Pwani,Mafia,Bweni Bandarini,BK,"
JAMBANI",DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,11,9,45000
2,10,2023,Pwani,Mafia,Bweni Bandarini,BK,NA,FF,SP,NA,1,octopus cyanea,Pweza,Octopus,OCC,8,6,30000
2,10,2023,Pwani,Mafia,Bweni Bandarini,BK,"
FURU",DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,15,12,60000
2,10,2023,Pwani,Mafia,Bweni Bandarini,BK,"
JAMBANI",DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,11,9,45000
2,10,2023,Lindi,Kilwa,Masoko Pwani,SOMAKI,"
MAWARANI",DC,HL,P,2,lethrinus spp,Changu Wengineo,Reef Fish,LZX,6,8,56000
2,10,2023,Lindi,Kilwa,Masoko Pwani,SOMAKI,"
MAWARANI",DC,HL,P,2,lethrinus spp,Koe,Reef Fish,LZX,6,8,56000
2,10,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,"
MKAMBA",DC,GN,P,2,Triuchurus lepturus,Mtepatepa,Reef Fish,MTP,9,500,1500
2,10,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,KIZINGITINI,DC,GN,P,2,terrapon jarbua,Kui,Reef Fish,TJB,175,7,28000
2,10,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,"
KITINTALI",DC,GN,P,2,madoro,Doro,Reef Fish,DR,225,9,33750
2,10,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,KIZINGITINI,DC,GN,P,2,terrapon jarbua,Kui,Reef Fish,TJB,175,7,28000
2,10,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,"
MKAMBA",DC,GN,P,2,penaeus bubulus,Kamba Mti / Weusi,Prawn,PBA,320,4,16000
2,10,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,"
KITINTALI",DC,GN,P,2,madoro,Doro,Reef Fish,DR,225,9,33750
2,10,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,"
MKAMBA",DC,GN,P,2,penaeus bubulus,Kamba Mti / Weusi,Prawn,PBA,320,4,16000
2,10,2023,Lindi,Kilwa,Masoko Pwani,SOMAKI,"
MAWARANI",NG,SP,O,7,octopus cyanea,Pweza,Octopus,OCC,58,72,450000
2,10,2023,Pwani,Kibiti,Kempo,NYAMANJISOPOJA,"
KICHINJA MBUZI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,402,11,11000
2,10,2023,Lindi,Kilwa,Masoko Pwani,SOMAKI,"
MAWARANI",NG,SP,O,6,octopus cyanea,Pweza,Octopus,OCC,63,84,470000
2,10,2023,Lindi,Kilwa,Masoko Pwani,SOMAKI,"
MAWARANI",DC,SP,O,3,octopus cyanea,Pweza,Octopus,OCC,22,32,192000
1,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
BUKINI",BT,DM,O,4,siganus sp.,Tasi,Reef Fish,SGL,180,30,120000
1,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
SERIKALI - CHUNGURUMA",DC,HL,P,1,lutjanus fulviflamma,Kelea,Reef Fish,LDW,35,5,15000
1,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
SERIKALI - CHUNGURUMA",DC,HL,P,1,lutjanus fulviflamma,Kelea,Reef Fish,LDW,70,10,30000
1,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
BUKINI",BT,DM,O,4,siganus sp.,Tasi,Reef Fish,SGL,180,30,120000
1,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
SERIKALI - CHUNGURUMA",DC,HL,P,1,lutjanus fulviflamma,Kelea,Reef Fish,LDW,35,5,15000
1,10,2023,Pwani,Mafia,Kilwa Rodi,DOKICHUNDA,"
SERIKALI - CHUNGURUMA",DC,HL,P,1,lutjanus fulviflamma,Kelea,Reef Fish,LDW,70,10,30000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,12,20,60000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,8,16,48000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,lobotes spp,Kumbasi/kanda,Reef Fish,LOB,3,15,45000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,12,20,60000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,anguilliformes,Mkunga,Reef Fish,ELE,9,25,75000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,8,16,48000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,20,40,120000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,lobotes spp,Kumbasi/kanda,Reef Fish,LOB,3,15,45000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,fenneropenaeus indicus,Kamba Mti / Weupe,Prawn,PNI,200,5,20000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,anguilliformes,Mkunga,Reef Fish,ELE,9,25,75000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,600,30,60000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,20,40,120000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,fenneropenaeus indicus,Kamba Mti / Weupe,Prawn,PNI,400,10,50000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,fenneropenaeus indicus,Kamba Mti / Weupe,Prawn,PNI,200,5,20000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,200,10,20000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,600,30,60000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,400,20,40000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,fenneropenaeus indicus,Kamba Mti / Weupe,Prawn,PNI,400,10,50000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,200,10,20000
30,9,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,saradini,Mbarata,Small Pelagic,CL,400,20,40000
30,9,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,"
MONIONA",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,5,2,12000
30,9,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,"
MONIONA",DC,LL,P,2,serranidae spp,Chewa,Reef Fish,CEW,8,15,120000
30,9,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,"
MONIONA",DC,LL,P,2,lutjanus spp,Fimbo,Reef Fish,LDW,7,15,120000
30,9,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,"
MONIONA",DC,LL,P,2,lutjanus spp,Fua Tundu,Reef Fish,LDW,7,15,120000
30,9,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,"
MONIONA",DC,LL,P,2,lutjanus spp,Kelea Wengine,Reef Fish,LDW,7,15,120000
30,9,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,"
MONIONA",DC,LL,P,2,lutjanus spp,Fimbo,Reef Fish,LDW,4,5,40000
30,9,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,"
MONIONA",DC,LL,P,2,lutjanus spp,Fua Tundu,Reef Fish,LDW,4,5,40000
30,9,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,"
MONIONA",DC,LL,P,2,lutjanus spp,Kelea Wengine,Reef Fish,LDW,4,5,40000
30,9,2023,Pwani,Kibiti,Nyamisati Pwani,MCHIMCHUNYA,"
KITINTALI",DC,LL,P,2,anguilliformes,Mkunga,Reef Fish,ELE,2,3,8000
30,9,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,PWEYASI,MS,RN,O,17,decapterus russelli,Kibua Macho ( Gololi),Small Pelagic,RUS,640,99,780000
30,9,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,"
FUNGU MBILI",PC,RN,O,18,caranx tille,Kolekole,Reef Fish,NXT,180,34,245000
29,9,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,"
PWAYASI",NG,DM,O,4,lethrinus nebulosus,Changu Tawa,Reef Fish,LHN,140,30,140000
29,9,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,BANDA,NG,DM,O,5,siganus sp.,Tasi,Reef Fish,SGL,140,32,160000
29,9,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,BANDA,NG,DM,O,5,siganus sp.,Tasi,Reef Fish,SGL,140,32,160000
29,9,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,"
MACHANGE",BT,RN,O,20,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,120,32,150000
29,9,2023,Lindi,Kilwa,Mbuyuni,NYAMANJISOPOJA,"
PWAYASI",NG,DM,O,4,lethrinus nebulosus,Changu Tawa,Reef Fish,LHN,140,30,140000
